City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
58,Kimparana,ML,2022-03-31 21:34:26,12.8347,-4.9244,93.18,6,24,5.03
59,Atuona,PF,2022-03-31 21:34:27,-9.8,-139.0333,78.66,75,9,7.4
60,Souillac,MU,2022-03-31 21:34:27,-20.5167,57.5167,79.18,78,40,12.66
61,Bluff,NZ,2022-03-31 21:34:28,-46.6,168.3333,50.58,59,99,10.16
62,Kirakira,SB,2022-03-31 21:34:28,-10.4544,161.9205,82.45,80,100,1.63
63,Bambous Virieux,MU,2022-03-31 21:34:30,-20.3428,57.7575,79.05,78,40,12.66
64,Pandharpur,IN,2022-03-31 21:34:31,17.6667,75.3333,81.55,19,3,14.18
65,Bredasdorp,ZA,2022-03-31 21:34:31,-34.5322,20.0403,63.37,61,87,5.46
66,Victoria,HK,2022-03-31 21:33:37,22.2855,114.1577,71.19,88,100,20.0
67,Blagoveshchenka,RU,2022-03-31 21:34:33,52.8333,79.8667,32.4,82,100,11.7
68,Faanui,PF,2022-03-31 21:34:34,-16.4833,-151.75,82.27,68,25,12.88
69,Waingapu,ID,2022-03-31 21:34:34,-9.6567,120.2641,77.34,84,14,4.41
70,Vaniyambadi,IN,2022-03-31 21:34:35,12.6833,78.6167,76.24,71,19,1.97
71,Fortuna,US,2022-03-31 21:34:36,40.5982,-124.1573,55.92,63,20,19.57
72,Lanzhou,CN,2022-03-31 21:34:36,36.0564,103.7922,44.73,29,72,5.95
73,Aksu,CN,2022-03-31 21:34:37,41.1231,80.2644,50.13,41,98,6.55
74,Kaeo,NZ,2022-03-31 21:34:38,-35.1,173.7833,68.32,94,96,1.28
75,Talnakh,RU,2022-03-31 21:34:38,69.4865,88.3972,18.21,92,100,2.84
76,Saldanha,ZA,2022-03-31 21:34:39,-33.0117,17.9442,60.85,78,1,20.69
77,Hobart,AU,2022-03-31 21:30:10,-42.8794,147.3294,53.46,75,100,8.05
78,Georgetown,MY,2022-03-31 21:32:44,5.4112,100.3354,78.73,99,20,3.44
79,Mul,IN,2022-03-31 21:34:40,20.0667,79.6667,83.5,16,7,3.2
80,Vanavara,RU,2022-03-31 21:34:41,60.34,102.2797,32.4,76,100,19.26
81,Jamestown,US,2022-03-31 21:34:41,42.097,-79.2353,47.05,67,100,12.66
82,Pangody,RU,2022-03-31 21:34:42,65.85,74.4859,15.26,87,99,20.2
83,Daru,PG,2022-03-31 21:34:43,-9.0763,143.2092,76.66,91,98,8.88
84,Thompson,CA,2022-03-31 21:34:43,55.7435,-97.8558,41.16,33,75,10.36
85,Araxa,BR,2022-03-31 21:34:44,-19.5933,-46.9406,73.36,73,40,6.91
86,Hithadhoo,MV,2022-03-31 21:34:45,-0.6,73.0833,82.13,73,5,6.85
87,Villazon,BO,2022-03-31 21:34:45,-22.0866,-65.5942,57.16,48,1,19.98
88,Puerto Colombia,CO,2022-03-31 21:34:46,10.9878,-74.9547,84.29,79,82,21.5
89,San Luis,AR,2022-03-31 21:35:48,-33.295,-66.3356,61.38,25,0,5.03
90,Yumen,CN,2022-03-31 21:35:49,40.2833,97.2,34.5,24,0,8.16
91,Amahai,ID,2022-03-31 21:35:49,-3.3333,128.9167,77.36,81,85,2.35
92,Betioky,MG,2022-03-31 21:35:50,-23.7167,44.3833,73.17,66,0,10.92
93,Fort Nelson,CA,2022-03-31 21:35:51,58.8053,-122.7002,26.19,59,75,8.05
94,Kismayo,SO,2022-03-31 21:35:51,-0.3582,42.5454,80.82,81,96,13.06
95,Saint-Francois,FR,2022-03-31 21:35:52,46.4154,3.9054,40.68,93,100,9.22
96,Yarada,IN,2022-03-31 21:35:53,17.65,83.2667,80.35,90,12,10.56
97,Paita,PE,2022-03-31 21:35:54,-5.0892,-81.1144,76.57,72,17,17.27
98,Leningradskiy,RU,2022-03-31 21:35:55,69.3833,178.4167,-0.08,93,97,1.99
99,Codrington,AU,2022-03-31 21:35:55,-38.2667,141.9667,60.33,54,89,14.14
100,Charters Towers,AU,2022-03-31 21:35:56,-20.1,146.2667,76.8,35,0,5.59
101,Polunochnoye,RU,2022-03-31 21:35:56,60.8697,60.4153,12.24,89,7,5.55
102,Lebu,CL,2022-03-31 21:31:19,-37.6167,-73.65,54.64,72,94,19.91
103,Moranbah,AU,2022-03-31 21:35:57,-22.0016,148.0466,76.17,52,0,14.14
104,College,US,2022-03-31 21:35:58,64.8569,-147.8028,26.08,30,20,12.66
105,Pafos,CY,2022-03-31 21:35:58,34.7667,32.4167,56.98,67,0,2.3
106,Hilo,US,2022-03-31 21:35:59,19.7297,-155.09,80.33,75,40,10.36
107,Kita,ML,2022-03-31 21:35:59,13.0349,-9.4895,92.25,14,37,2.04
108,Tremedal,BR,2022-03-31 21:36:00,-14.9758,-41.4108,78.82,46,7,7.63
109,Ketchikan,US,2022-03-31 21:35:19,55.3422,-131.6461,45.07,70,100,13.8
110,Ahipara,NZ,2022-03-31 21:36:01,-35.1667,173.1667,70.5,66,95,1.23
111,San Juan,AR,2022-03-31 21:36:02,-31.5375,-68.5364,68.54,15,0,3.87
112,Saint George,US,2022-03-31 21:32:13,37.1041,-113.5841,76.62,21,0,16.11
113,Meulaboh,ID,2022-03-31 21:36:02,4.1363,96.1285,76.28,87,98,3.06
114,Comodoro Rivadavia,AR,2022-03-31 21:32:51,-45.8667,-67.5,66.06,34,0,10.36
115,Quchan,IR,2022-03-31 21:36:03,37.106,58.5095,49.78,50,5,4.65
116,Morondava,MG,2022-03-31 21:36:04,-20.2833,44.2833,77.76,59,0,11.83
117,Bani Walid,LY,2022-03-31 21:36:04,31.7566,13.9942,71.06,20,0,13.35
118,Chokurdakh,RU,2022-03-31 21:36:05,70.6333,147.9167,-24.93,100,98,3.69
119,Lorengau,PG,2022-03-31 21:36:06,-2.0226,147.2712,82.29,78,93,12.97
120,Vestmannaeyjar,IS,2022-03-31 21:36:07,63.4427,-20.2734,40.5,68,100,6.6
121,Chico,US,2022-03-31 21:35:40,39.7285,-121.8375,74.95,22,20,10.36
122,Waipawa,NZ,2022-03-31 21:36:08,-41.4122,175.5153,57.96,96,100,7.61
123,Buraydah,SA,2022-03-31 21:36:09,26.326,43.975,73.85,19,0,11.43
124,New Norfolk,AU,2022-03-31 21:36:10,-42.7826,147.0587,53.1,71,100,1.01
125,Taoudenni,ML,2022-03-31 21:36:10,22.6783,-3.9836,81.66,8,100,6.33
126,Barrow,US,2022-03-31 21:36:11,71.2906,-156.7887,-11.18,77,20,21.85
127,Biritiba-Mirim,BR,2022-03-31 21:36:12,-23.5698,-46.0407,68.18,98,100,10.38
128,Kahului,US,2022-03-31 21:36:12,20.8947,-156.47,82.42,69,40,24.16
129,Dikson,RU,2022-03-31 21:36:13,73.5069,80.5464,1.2,96,16,8.43
130,Whitehorse,CA,2022-03-31 21:36:13,60.7161,-135.0538,38.17,37,40,11.5
131,Clyde River,CA,2022-03-31 21:36:14,70.4692,-68.5914,5.23,85,20,2.3
132,Zhezkazgan,KZ,2022-03-31 21:36:15,47.8043,67.7144,41.63,59,100,4.85
133,Aquiraz,BR,2022-03-31 21:37:15,-3.9014,-38.3911,82.18,83,100,6.02
134,Beringovskiy,RU,2022-03-31 21:37:16,63.05,179.3167,9.03,94,100,22.79
135,San Cristobal,VE,2022-03-31 21:37:17,7.7669,-72.225,77.18,52,80,2.28
136,Prince Rupert,CA,2022-03-31 21:37:17,54.3161,-130.3201,46.49,66,75,11.5
137,Kharan,PK,2022-03-31 21:37:18,28.5833,65.4167,68.85,7,0,8.08
138,Qaanaaq,GL,2022-03-31 21:37:18,77.484,-69.3632,25.95,71,100,4.09
139,Kununurra,AU,2022-03-31 21:35:05,-15.7667,128.7333,69.78,94,63,3.44
140,Lufilufi,WS,2022-03-31 21:37:20,-13.8745,-171.5986,85.78,71,100,15.68
141,Yara,CU,2022-03-31 21:37:20,20.2753,-76.9533,88.56,45,29,4.32
142,Kathu,TH,2022-03-31 21:37:21,7.9178,98.3332,85.75,84,100,7.67
143,Hambantota,LK,2022-03-31 21:37:22,6.1241,81.1185,75.54,100,40,2.3
144,Isparta,TR,2022-03-31 21:37:22,38.0,31.0,47.95,46,99,10.16
145,Maniitsoq,GL,2022-03-31 21:37:23,65.4167,-52.9,23.52,87,36,5.21
146,Toora-Khem,RU,2022-03-31 21:37:24,52.4675,96.11,18.32,94,100,2.89
147,Ca Mau,VN,2022-03-31 21:37:24,9.1769,105.15,78.19,86,91,1.48
148,Pallini,GR,2022-03-31 21:37:25,37.997,23.8772,59.85,82,60,5.01
149,Cerqueira Cesar,BR,2022-03-31 21:37:26,-23.0356,-49.1661,61.2,91,99,17.29
150,Tazmalt,DZ,2022-03-31 21:37:26,36.3868,4.3989,51.03,72,91,5.86
151,Makuyuni,TZ,2022-03-31 21:37:27,-4.7333,38.1,70.56,94,59,1.99
152,Necochea,AR,2022-03-31 21:37:27,-38.5473,-58.7368,54.77,69,44,6.98
153,Aranos,NA,2022-03-31 21:37:28,-24.1333,19.1167,74.08,60,74,4.32
154,Avarua,CK,2022-03-31 21:37:29,-21.2078,-159.775,82.45,74,7,10.36
155,Manta,EC,2022-03-31 21:37:29,-0.95,-80.7333,80.38,83,75,10.36
156,San Quintin,MX,2022-03-31 21:37:30,30.4833,-115.95,62.49,64,0,18.41
157,Abha,SA,2022-03-31 21:37:31,18.2164,42.5053,61.05,14,0,6.91
158,Haines City,US,2022-03-31 21:37:32,28.1142,-81.6179,85.89,62,40,19.57
159,Beidao,CN,2022-03-31 21:37:33,34.5686,105.8933,45.27,48,100,2.39
160,Aswan,EG,2022-03-31 21:37:34,24.0934,32.907,81.7,13,0,5.75
161,Vardo,NO,2022-03-31 21:37:35,70.3705,31.1107,26.92,65,100,12.91
162,Yabelo,ET,2022-03-31 21:37:35,4.8833,38.0833,64.04,55,0,17.69
163,Preobrazheniye,RU,2022-03-31 21:37:36,42.9019,133.9064,31.96,53,3,9.98
164,Gillette,US,2022-03-31 21:37:37,44.2911,-105.5022,53.11,32,0,5.75
165,Mar Del Plata,AR,2022-03-31 21:37:37,-38.0023,-57.5575,60.82,76,40,5.99
166,Esperance,AU,2022-03-31 21:37:38,-33.8667,121.9,64.24,78,92,16.69
167,Upernavik,GL,2022-03-31 21:37:38,72.7868,-56.1549,13.68,97,100,9.46
168,Bilibino,RU,2022-03-31 21:37:39,68.0546,166.4372,-8.77,97,91,1.54
169,Sulina,RO,2022-03-31 21:37:40,45.1559,29.6536,53.31,71,100,20.27
170,Ilulissat,GL,2022-03-31 21:37:40,69.2167,-51.1,17.62,86,75,2.3
171,Vicksburg,US,2022-03-31 21:36:56,32.3526,-90.8779,67.68,38,0,9.22
172,Caravelas,BR,2022-03-31 21:37:41,-17.7125,-39.2481,77.99,82,0,7.23
173,Laguna,US,2022-03-31 21:37:42,38.421,-121.4238,72.14,41,0,9.22
174,Guerrero Negro,MX,2022-03-31 21:37:43,27.9769,-114.0611,65.62,59,39,20.51
175,Cedar City,US,2022-03-31 21:35:45,37.6775,-113.0619,56.37,41,75,10.36
176,Romitan,UZ,2022-03-31 21:37:44,39.9343,64.3814,53.55,62,0,6.91
177,Bandar,ID,2022-03-31 21:37:44,2.05,99.75,72.68,95,94,2.17
178,Baker City,US,2022-03-31 21:35:49,44.7749,-117.8344,47.91,40,20,10.36
179,Ankazoabo,MG,2022-03-31 21:37:46,-22.2833,44.5167,67.32,80,0,3.8
180,Zhangye,CN,2022-03-31 21:38:47,38.9342,100.4517,38.3,38,15,7.67
181,Tuktoyaktuk,CA,2022-03-31 21:38:48,69.4541,-133.0374,-18.4,76,20,11.5
182,Sombrerete,MX,2022-03-31 21:38:49,23.6333,-103.65,76.64,5,86,16.24
183,Businga,CD,2022-03-31 21:38:49,3.3333,20.8833,77.54,63,42,1.83
184,Puerto Del Rosario,ES,2022-03-31 21:38:50,28.5004,-13.8627,65.95,68,20,16.11
185,Qinhuangdao,CN,2022-03-31 21:38:51,39.9317,119.5883,38.08,32,0,6.08
186,Oistins,BB,2022-03-31 21:38:52,13.0667,-59.5333,78.89,83,40,18.41
187,Campbell River,CA,2022-03-31 21:38:52,50.0163,-125.2446,51.46,62,40,5.75
188,Yartsevo,RU,2022-03-31 21:38:53,55.0667,32.6964,26.04,95,100,7.29
189,Pyaozerskiy,RU,2022-03-31 21:38:54,65.8333,31.1667,8.67,95,81,3.53
190,Pierre,US,2022-03-31 21:38:55,44.3683,-100.351,43.86,50,0,3.44
191,Verkhoyansk,RU,2022-03-31 21:38:56,67.5447,133.385,-12.66,100,96,2.13
192,Nador,MA,2022-03-31 21:38:56,35.174,-2.9287,62.85,59,0,17.27
193,Opuwo,NA,2022-03-31 21:38:57,-18.0607,13.84,72.57,63,43,2.24
194,Ferkessedougou,CI,2022-03-31 21:38:58,9.6,-5.2,86.85,44,61,5.41
195,Shiyan,CN,2022-03-31 21:38:58,32.6475,110.7781,50.34,79,100,1.16
196,Poum,NC,2022-03-31 21:38:59,-20.2333,164.0167,80.38,80,46,6.62
197,Petropavlovsk-Kamchatskiy,RU,2022-03-31 21:39:00,53.0452,158.6483,21.78,68,0,6.71
198,Beloha,MG,2022-03-31 21:39:01,-25.1667,45.05,70.12,85,0,8.43
199,Muros,ES,2022-03-31 21:39:01,42.7762,-9.0603,52.09,77,32,13.22
200,Srednekolymsk,RU,2022-03-31 21:39:02,67.45,153.6833,-6.05,96,97,2.64
201,Bururi,BI,2022-03-31 21:39:03,-3.85,29.6333,56.79,93,67,1.63
202,Nouadhibou,MR,2022-03-31 21:39:04,20.931,-17.0347,66.18,72,0,18.41
203,Zheleznodorozhnyy,RU,2022-03-31 21:39:04,55.7503,38.0042,32.61,95,100,2.08
204,Ribeira Grande,PT,2022-03-31 21:39:05,38.5167,-28.7,61.97,90,99,18.34
205,East London,ZA,2022-03-31 21:39:06,-33.0153,27.9116,67.78,93,100,4.27
206,Petilia Policastro,IT,2022-03-31 21:39:06,39.1139,16.7855,56.3,78,42,9.42
207,Port-Gentil,GA,2022-03-31 21:39:07,-0.7193,8.7815,78.76,89,20,4.61
208,Buchen,DE,2022-03-31 21:39:08,49.5239,9.3231,40.59,91,100,5.95
209,Bambanglipuro,ID,2022-03-31 21:39:08,-7.95,110.2833,76.1,86,76,3.56
210,Priladozhskiy,RU,2022-03-31 21:39:09,59.85,31.4833,20.53,1,13,2.44
211,Eden,US,2022-03-31 21:34:12,36.4885,-79.7667,73.96,53,40,11.5
212,Dakar,SN,2022-03-31 21:39:10,14.6937,-17.4441,70.68,83,0,6.91
213,Valparaiso,CL,2022-03-31 21:39:10,-33.0393,-71.6273,80.83,35,0,13.8
214,Isangel,VU,2022-03-31 21:39:11,-19.55,169.2667,82.51,89,75,3.44
215,Katsina,NG,2022-03-31 21:39:12,12.9894,7.6006,80.11,8,6,7.58
216,Luderitz,NA,2022-03-31 21:39:12,-26.6481,15.1594,62.1,72,0,17.05
217,Gobabis,NA,2022-03-31 21:39:13,-22.45,18.9667,67.42,76,66,6.76
218,Lata,PT,2022-03-31 21:39:13,40.1629,-8.3327,47.26,96,49,4.79
219,Belyy Yar,RU,2022-03-31 21:39:14,53.6039,91.3903,37.29,72,0,4.47
220,Lake City,US,2022-03-31 21:39:15,30.1897,-82.6393,73.65,94,75,8.05
221,Hasaki,JP,2022-03-31 21:39:15,35.7333,140.8333,37.8,83,100,27.45
222,Mackay,AU,2022-03-31 21:39:16,-21.15,149.2,69.78,88,0,3.44
223,Tuatapere,NZ,2022-03-31 21:39:17,-46.1333,167.6833,49.08,78,100,5.64
224,Namatanai,PG,2022-03-31 21:40:17,-3.6667,152.4333,82.62,75,89,8.19
225,Rabo De Peixe,PT,2022-03-31 21:40:18,37.8,-25.5833,60.31,88,40,8.05
226,Vila Franca Do Campo,PT,2022-03-31 21:40:19,37.7167,-25.4333,61.21,93,83,4.97
227,Constitucion,CL,2022-03-31 21:40:19,-35.3333,-72.4167,61.45,60,0,15.82
228,Mulchen,CL,2022-03-31 21:40:20,-37.7167,-72.2333,71.46,28,57,8.81
229,Nemuro,JP,2022-03-31 21:40:21,43.3236,145.575,28.63,95,100,14.23
230,Deputatskiy,RU,2022-03-31 21:40:21,69.3,139.9,-15.79,99,41,3.13
231,Manikpur,IN,2022-03-31 21:40:22,25.0667,81.1167,81.07,16,0,4.03
232,Strezhevoy,RU,2022-03-31 21:40:23,60.7333,77.5889,10.13,97,100,4.12
233,Bilma,NE,2022-03-31 21:40:23,18.6853,12.9164,76.95,4,8,6.71
234,Husavik,IS,2022-03-31 21:40:25,66.0449,-17.3389,32.79,98,100,2.13
235,Kryve Ozero,UA,2022-03-31 21:40:25,47.9524,30.3493,52.86,73,100,14.61
236,Berlevag,NO,2022-03-31 21:40:26,70.8578,29.0864,26.55,59,40,18.41
237,Fukue,JP,2022-03-31 21:40:26,32.6881,128.8419,54.18,67,100,29.42
238,Katherine,AU,2022-03-31 21:40:27,-14.4667,132.2667,68.32,64,79,5.75
239,Casablanca,MA,2022-03-31 21:35:55,33.5928,-7.6192,59.22,78,9,7.54
240,Palasbari,IN,2022-03-31 21:40:28,26.1361,91.5486,71.62,86,81,6.73
241,Egvekinot,RU,2022-03-31 21:40:28,66.3167,-179.1667,9.59,84,97,17.27
242,Tessalit,ML,2022-03-31 21:40:29,20.1986,1.0114,83.46,13,97,8.63
243,Santa Maria,BR,2022-03-31 21:40:30,-29.6842,-53.8069,63.7,45,0,4.61
244,Coihaique,CL,2022-03-31 21:40:30,-45.5752,-72.0662,58.95,58,40,4.61
245,Salta,AR,2022-03-31 21:40:31,-24.7859,-65.4117,57.79,67,100,9.22
246,Sur,OM,2022-03-31 21:40:32,22.5667,59.5289,81.82,39,0,6.82
247,Kruisfontein,ZA,2022-03-31 21:40:32,-34.0033,24.7314,63.88,79,100,3.6
248,Cidreira,BR,2022-03-31 21:40:33,-30.1811,-50.2056,61.12,65,70,7.09
249,Antalya,TR,2022-03-31 21:40:33,36.7741,30.7178,56.08,65,0,2.3
250,Longyearbyen,SJ,2022-03-31 21:40:34,78.2186,15.6401,8.44,72,75,12.66
251,Panjab,AF,2022-03-31 21:40:34,34.388,67.0233,40.26,32,57,1.59
252,Pitimbu,BR,2022-03-31 21:40:35,-7.4706,-34.8086,81.19,73,96,9.82
253,Fazilka,IN,2022-03-31 21:40:36,30.4,74.0333,71.08,15,0,6.06
254,Alice Springs,AU,2022-03-31 21:40:37,-23.7,133.8833,49.55,66,2,5.75
255,Severo-Kurilsk,RU,2022-03-31 21:40:38,50.6789,156.125,28.98,81,81,15.64
256,Faya,SA,2022-03-31 21:40:38,18.3851,42.4509,61.32,20,0,5.3
257,Samana,DO,2022-03-31 21:40:39,19.2056,-69.3369,82.62,69,20,9.22
258,Tongliao,CN,2022-03-31 21:40:40,43.6125,122.2653,28.62,36,4,6.35
259,Leshukonskoye,RU,2022-03-31 21:40:40,64.8989,45.7622,12.42,98,91,3.09
260,Kribi,CM,2022-03-31 21:40:41,2.95,9.9167,80.38,85,61,5.91
261,Kariapatti,IN,2022-03-31 21:40:41,9.6751,78.0999,81.12,89,12,2.3
262,Saskylakh,RU,2022-03-31 21:40:42,71.9167,114.0833,4.77,97,100,7.45
263,Vao,NC,2022-03-31 21:40:43,-22.6667,167.4833,78.93,84,1,13.38
264,Purpe,RU,2022-03-31 21:40:43,64.4803,76.6897,10.74,90,65,17.92
265,Taltal,CL,2022-03-31 21:40:44,-25.4,-70.4833,66.43,67,22,5.12
266,Kalmunai,LK,2022-03-31 21:40:44,7.4167,81.8167,77.5,88,16,6.93
267,Hanyang,CN,2022-03-31 21:40:45,32.1371,105.5126,45.9,91,86,1.7
268,Hami,CN,2022-03-31 21:40:45,42.8,93.45,42.93,25,0,6.38
269,Udachnyy,RU,2022-03-31 21:40:46,66.4167,112.4,13.33,95,100,7.49
270,Richards Bay,ZA,2022-03-31 21:40:47,-28.783,32.0377,72.72,88,0,7.58
271,Mhlume,SZ,2022-03-31 21:40:48,-26.0333,31.85,71.44,95,1,2.46
272,Bengkulu,ID,2022-03-31 21:41:48,-3.8004,102.2655,75.02,81,99,4.59
273,Payo,ID,2022-03-31 21:41:49,-3.7508,103.6372,72.05,91,71,1.68
274,Ulcinj,ME,2022-03-31 21:41:49,41.9294,19.2244,59.22,89,100,28.54
275,Conde,BR,2022-03-31 21:40:11,-7.2597,-34.9075,80.06,78,20,9.22
276,Tilichiki,RU,2022-03-31 21:41:50,60.4667,166.1,0.25,82,14,10.36
277,La Ronge,CA,2022-03-31 21:41:51,55.1001,-105.2842,39.45,41,100,12.66
278,Ambovombe,MG,2022-03-31 21:41:52,-25.1667,46.0833,70.74,86,0,10.16
279,Asau,RO,2022-03-31 21:41:53,46.4333,26.4,56.32,73,100,4.54
280,Sao Filipe,CV,2022-03-31 21:41:53,14.8961,-24.4956,70.93,77,6,9.13
281,Yulara,AU,2022-03-31 21:41:53,-25.2406,130.9889,58.84,44,59,6.91
282,Slidell,US,2022-03-31 21:41:29,30.2752,-89.7812,76.3,39,0,14.0
283,Dunedin,NZ,2022-03-31 21:41:54,-45.8742,170.5036,52.81,58,100,1.01
284,Mayor Pablo Lagerenza,PY,2022-03-31 21:41:55,-19.9309,-60.7718,58.51,41,100,7.99
285,Puerto Escondido,MX,2022-03-31 21:41:56,15.85,-97.0667,83.23,69,40,11.5
286,Sherbakul,RU,2022-03-31 21:41:56,54.6316,72.3963,32.56,82,100,12.15
287,Cabo San Lucas,MX,2022-03-31 21:39:10,22.8909,-109.9124,81.7,38,20,11.5
288,Hamilton,US,2022-03-31 21:41:57,39.1834,-84.5333,44.69,75,100,13.8
289,Yilan,TW,2022-03-31 21:41:58,24.757,121.753,64.36,99,100,3.47
290,Saint-Joseph,RE,2022-03-31 21:42:00,-21.3667,55.6167,75.58,79,90,13.22
291,Vytegra,RU,2022-03-31 21:42:01,61.0064,36.4481,9.72,96,47,2.48
292,Batagay-Alyta,RU,2022-03-31 21:42:01,67.8006,130.4114,-8.34,88,94,2.46
293,Sao Joao Da Barra,BR,2022-03-31 21:42:02,-21.6403,-41.0511,80.69,84,2,9.06
294,Harwich,GB,2022-03-31 21:42:03,51.9419,1.2844,38.5,62,60,13.0
295,Sinnamary,GF,2022-03-31 21:42:03,5.3833,-52.95,77.76,79,92,9.69
